NIST Atomic Spectra Database Lines Data
Cd : 353 Lines of Data Found  Example of how to reference these results:
Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2011). NIST Atomic 
Spectra Database (ver. 4.1.0), [Online]. Available: http://physics.nist.gov/asd 
[2012, June 26]. National Institute of Standards and Technology, Gaithersburg, 
MD.  
Wavelength in: vacuum 
Highest relative intensity: 2000 

Query NIST Bibliographic Databases for 
Cd (new window) 
Cd Energy Levels  
Cd Line Wavelengths and Classification  
Cd Transition Probabilities  

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed  |       Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |     Configurations       |    Terms   |  Ji   Jk    | gi   gk |Type|    TP  |      Line  |
          |    Wavelength |    Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |                          |            |             |         |    |   Ref. |      Ref.  |
          |     Vac (nm)  |     Vac (nm)  |  (?)  |           |      |                                   |                          |            |             |         |    |        |            |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cd III    |    155.648    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    156.066    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    156.603    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    156.898    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    157.020    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd II     |    157.158    |               |   200 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    158.239    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    159.873    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    160.042    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    160.159    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    160.487    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    160.664    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    160.728    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    160.891    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    160.961    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    161.251    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    162.287    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    162.527    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    162.854    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    165.187    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    165.563    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    166.860    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    167.815    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    169.970    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    170.247    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    170.716    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    172.193    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    172.295    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd II     |    172.441    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    172.566    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
